DATA PGTO;SUBELEMENTO_DESPESA;CDIC
26/10/2019;HOSPEDAGENS;00150.000919/2019-06.R.08.05/08/2019.31/12/2022.N
25/10/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.000919/2019-06.R.08.05/08/2019.31/12/2022.N
16/10/2019;HOSPEDAGENS;00150.000920/2019-22.R.08.20/09/2019.31/12/2022.N
16/10/2019;LOCAÄ«O DE IM‡VEIS;00150.000920/2019-22.R.08.20/09/2019.31/12/2022.N
16/10/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.000920/2019-22.R.08.20/09/2019.31/12/2022.N
12/10/2019;HOSPEDAGENS;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
13/10/2019;DESPESAS COM EXCESSO DE BAGAGEM;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
12/10/2019;LOCAÄ«O DE MµQUINAS E EQUIPAMENTOS;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
12/10/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
12/10/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
12/10/2019;HOSPEDAGENS;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
11/10/2019;HOSPEDAGENS;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
12/10/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.000957/2019-51.R.08.29/09/2019.31/12/2022.N
23/10/2019;HOSPEDAGENS;00150.001024/2019-81.R.08.25/10/2019.31/12/2022.N
23/10/2019;HOSPEDAGENS;00150.001024/2019-81.R.08.25/10/2019.31/12/2022.N
24/10/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.001024/2019-81.R.08.25/10/2019.31/12/2022.N
05/11/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.001029/2019-11.R.08.29/10/2019.31/12/2022.N
05/11/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.001029/2019-11.R.08.29/10/2019.31/12/2022.N
08/11/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.001029/2019-11.R.08.29/10/2019.31/12/2022.N
08/11/2019;HOSPEDAGENS;00150.001029/2019-11.R.08.29/10/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
09/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;MATERIAL P/FESTIVIDADE E HOMENAGENS;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
06/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
10/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
10/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
10/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
18/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
31/10/2019;MATERIAL DE EXPEDIENTE;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
31/10/2019;MATERIAL DE COPA E COZINHA;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;MATERIAL DE COPA E COZINHA;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
14/11/2019;MATERIAL P/FESTIVIDADE E HOMENAGENS;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
10/11/2019;MATERIAL DE COPA E COZINHA;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
10/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
21/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
31/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
31/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
31/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
12/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001320/2019-09.R.08.21/11/2019.31/12/2022.N
02/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
02/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
26/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
26/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
26/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
26/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
26/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;MATERIAL DE EXPEDIENTE;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
08/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
24/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
24/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
24/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
20/11/2019;MATERIAL DE COPA E COZINHA;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
23/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
23/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
23/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
23/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
30/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
30/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
30/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
30/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
30/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
30/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
02/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
02/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
02/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
02/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
14/11/2019;LOCAÄ«O DE MµQUINAS E EQUIPAMENTOS;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
03/11/2019;MATERIAL FARMACOLOGICO;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
03/11/2019;MATERIAL FARMACOLOGICO;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
03/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
03/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
03/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;MATERIAL DE COPA E COZINHA;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
11/11/2019;MATERIAL DE COPA E COZINHA;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
14/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
14/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
14/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
14/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
14/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001322/2019-90.R.08.26/10/2019.31/12/2022.N
05/11/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
05/11/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
20/11/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
20/11/2019;SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
22/11/2019;HOSPEDAGENS;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
11/11/2019;HOSPEDAGENS;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
10/11/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
09/11/2019;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
10/11/2019;GENEROS DE ALIMENTAÄ«O;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
22/11/2019;HOSPEDAGENS;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
22/11/2019;HOSPEDAGENS;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
23/11/2019;FORNECIMENTO DE ALIMENTAÄ«O;00150.001011/2019-10.R.08.17/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
15/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
15/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;MATERIAL FARMACOLOGICO;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;MATERIAL DE COPA E COZINHA;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
25/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
25/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;MATERIAL DE PROTEÄ«O E SEGURANÄA;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
13/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;MATERIAL DE COPA E COZINHA;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
15/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
15/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
15/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
16/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
16/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
16/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
16/11/2019;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
16/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
25/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
25/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
16/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
22/11/2019;MATERIAL DE CAMA,MESA E BANHO;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
19/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;MATERIAL ELETRICO E ELETRONICO;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;MATERIAL DE EXPEDIENTE;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
07/11/2019;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
29/10/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
01/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
04/11/2019;MATERIAL DE COPA E COZINHA;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
25/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
25/11/2019;GENEROS DE ALIMENTAÄ«O;00140.001321/2019-45.R.08.26/10/2019.31/12/2022.N
